@relation "itext"

@attribute iid numeric
@attribute enclosureType string
@attribute catchedType string
@attribute isFromArgument {true, false}
@attribute varNames string
@attribute varTypes string
@attribute constants string
@attribute methodNames string
@attribute methodExceptions string
@attribute otherExceptions string
@attribute classid{java.lang.IllegalArgumentException,java.lang.IndexOutOfBoundsException,com.itextpdf.kernel.PdfException,java.lang.UnsupportedOperationException,java.lang.RuntimeException,com.itextpdf.barcodes.qrcode.WriterException,com.itextpdf.io.IOException,java.io.IOException,java.lang.IllegalStateException,com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException,com.itextpdf.io.font.woff2.FontCompressionException,java.io.EOFException,com.itextpdf.kernel.xmp.XMPException,com.itextpdf.pdfa.PdfAConformanceException,com.itextpdf.svg.exceptions.SvgProcessingException}

@data
1141,"IfStatement","null",true,"opi image ","com.itextpdf.kernel.pdf.PdfStream com.itextpdf.kernel.pdf.PdfName ","","containsKey ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1142,"IfStatement","null",true,"interpolate image ","com.itextpdf.kernel.pdf.PdfStream com.itextpdf.kernel.pdf.PdfName ","","containsKey getAsBool ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1143,"IfStatement","null",true,"none s mask image ","com.itextpdf.kernel.pdf.PdfName com.itextpdf.kernel.pdf.PdfStream ","","equals containsKey getAsName ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1144,"IfStatement","null",true,"opi form ","com.itextpdf.kernel.pdf.PdfStream com.itextpdf.kernel.pdf.PdfName ","","containsKey ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1145,"IfStatement","null",true,"form ","com.itextpdf.kernel.pdf.PdfStream com.itextpdf.kernel.pdf.PdfName ","","containsKey ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1146,"IfStatement","null",true,"form subtype2 ","com.itextpdf.kernel.pdf.PdfName com.itextpdf.kernel.pdf.PdfStream ","","equals getAsName ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1147,"IfStatement","null",true,"none s mask form ","com.itextpdf.kernel.pdf.PdfName com.itextpdf.kernel.pdf.PdfStream ","","equals containsKey getAsName ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1148,"IfStatement","null",true,"transparency group form ","com.itextpdf.kernel.pdf.PdfName com.itextpdf.kernel.pdf.PdfStream ","","getAsDictionary equals containsKey getAsName ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1149,"IfStatement","null",false,"marked mark info ","com.itextpdf.kernel.pdf.PdfDictionary com.itextpdf.kernel.pdf.PdfName ","NULL ","getAsBoolean getValue ","","",com.itextpdf.pdfa.PdfAConformanceException
1150,"IfStatement","null",true,"catalog metadata ","com.itextpdf.kernel.pdf.PdfDictionary com.itextpdf.kernel.pdf.PdfName ","","containsKey ","","",com.itextpdf.pdfa.PdfAConformanceException
1151,"IfStatement","null",false,"dest output profile other dest output profile ","com.itextpdf.kernel.pdf.PdfObject ","NULL ","","","",com.itextpdf.pdfa.PdfAConformanceException
1152,"IfStatement","null",true,"number ","com.itextpdf.kernel.pdf.PdfNumber ","","abs contains toString longValue getMaxRealValue ","","",com.itextpdf.pdfa.PdfAConformanceException
1153,"IfStatement","null",true,"f filter f decode params stream ","com.itextpdf.kernel.pdf.PdfStream com.itextpdf.kernel.pdf.PdfName ","","containsKey ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1154,"IfStatement","null",false,"l z w decode filter ","com.itextpdf.kernel.pdf.PdfName com.itextpdf.kernel.pdf.PdfObject ","","equals ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1155,"IfStatement","null",false,"l z w decode ","com.itextpdf.kernel.pdf.PdfName com.itextpdf.kernel.pdf.PdfObject ","","equals ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1156,"IfStatement","null",true,"string length ","int com.itextpdf.kernel.pdf.PdfString ","","getValueBytes getMaxStringLength ","","",com.itextpdf.pdfa.PdfAConformanceException
1157,"IfStatement","null",true,"file spec ","com.itextpdf.kernel.pdf.PdfDictionary com.itextpdf.kernel.pdf.PdfName ","","containsKey ","","",com.itextpdf.pdfa.PdfAConformanceException
1158,"IfStatement","null",false,"subtype ","com.itextpdf.kernel.pdf.PdfName ","NULL ","","","com.itextpdf.kernel.PdfException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
1159,"IfStatement","null",false,"subtype forbidden annotations ","com.itextpdf.kernel.pdf.PdfName java.util.Set ","","contains ","","com.itextpdf.kernel.PdfException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.kernel.PdfException ",com.itextpdf.kernel.PdfException
1160,"IfStatement","null",false,"","com.itextpdf.kernel.pdf.PdfNumber ","1.0 NULL ","floatValue ","","com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.kernel.PdfException ",com.itextpdf.pdfa.PdfAConformanceException
1161,"IfStatement","null",true,"annot dic ","com.itextpdf.kernel.pdf.PdfDictionary com.itextpdf.kernel.pdf.PdfName ","","containsKey ","","com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.kernel.PdfException ",com.itextpdf.pdfa.PdfAConformanceException
1162,"IfStatement","null",false,"flags invisible print no_view hidden ","int ","","checkFlag ","","com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.kernel.PdfException ",com.itextpdf.pdfa.PdfAConformanceException
1163,"IfStatement","null",false,"flags subtype text no_zoom no_rotate ","int com.itextpdf.kernel.pdf.PdfName ","","checkFlag equals ","","com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.kernel.PdfException ",com.itextpdf.pdfa.PdfAConformanceException
1164,"IfStatement","null",false,"pdf a output intent color space icc_color_space_rgb ","java.lang.String ","","equals ","","com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.kernel.PdfException ",com.itextpdf.pdfa.PdfAConformanceException
1165,"IfStatement","null",false,"","com.itextpdf.kernel.pdf.PdfDictionary com.itextpdf.kernel.pdf.PdfName ","","containsKey ","","com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.kernel.PdfException ",com.itextpdf.pdfa.PdfAConformanceException
1166,"IfStatement","null",false,"","com.itextpdf.kernel.pdf.PdfDictionary com.itextpdf.kernel.pdf.PdfName ","NULL ","getAsDictionary ","","com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.kernel.PdfException ",com.itextpdf.pdfa.PdfAConformanceException
1167,"IfStatement","null",false,"","com.itextpdf.kernel.pdf.PdfDictionary com.itextpdf.kernel.pdf.PdfName ","NULL ","getAsStream ","","com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.kernel.PdfException ",com.itextpdf.pdfa.PdfAConformanceException
1168,"IfStatement","null",true,"subtype annot dic widget ","com.itextpdf.kernel.pdf.PdfName com.itextpdf.kernel.pdf.PdfDictionary ","","containsKey equals ","","com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.kernel.PdfException ",com.itextpdf.pdfa.PdfAConformanceException
1169,"IfStatement","null",true,"annot dic ","com.itextpdf.kernel.pdf.PdfDictionary com.itextpdf.kernel.pdf.PdfName ","","containsKey ","","com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.kernel.PdfException ",com.itextpdf.pdfa.PdfAConformanceException
1170,"IfStatement","null",true,"subtype annot dic contents content annotations ","com.itextpdf.kernel.pdf.PdfName com.itextpdf.kernel.pdf.PdfDictionary java.util.Set ","","contains containsKey ","","com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.kernel.PdfException
1171,"IfStatement","null",false,"need appearances ","com.itextpdf.kernel.pdf.PdfBoolean ","NULL ","getValue ","","com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1172,"IfStatement","null",false,"field dic ","com.itextpdf.kernel.pdf.PdfDictionary com.itextpdf.kernel.pdf.PdfName ","","containsKey ","","com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1173,"IfStatement","null",false,"","com.itextpdf.kernel.pdf.PdfName ","","getForbiddenActions contains ","","com.itextpdf.kernel.PdfException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.kernel.PdfException
1174,"IfStatement","null",false,"","com.itextpdf.kernel.pdf.PdfName ","NULL ","getAllowedNamedActions contains ","","com.itextpdf.kernel.PdfException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.kernel.PdfException
1175,"IfStatement","null",false,"no op set state ","com.itextpdf.kernel.pdf.PdfName ","","equals ","","com.itextpdf.kernel.PdfException com.itextpdf.kernel.PdfException ",com.itextpdf.pdfa.PdfAConformanceException
1176,"IfStatement","null",true,"catalog dict ","com.itextpdf.kernel.pdf.PdfDictionary com.itextpdf.kernel.pdf.PdfName ","","containsKey ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1177,"IfStatement","null",true,"catalog dict o c properties ","com.itextpdf.kernel.pdf.PdfDictionary com.itextpdf.kernel.pdf.PdfName ","","containsKey ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1178,"IfStatement","null",true,"names catalog dict embedded files ","com.itextpdf.kernel.pdf.PdfName com.itextpdf.kernel.pdf.PdfDictionary ","","getAsDictionary containsKey ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1179,"IfStatement","null",true,"transparency group page dict ","com.itextpdf.kernel.pdf.PdfName com.itextpdf.kernel.pdf.PdfDictionary ","","getAsDictionary equals containsKey getAsName ","","",com.itextpdf.pdfa.PdfAConformanceException
1180,"IfStatement","null",true,"trailer encrypt ","com.itextpdf.kernel.pdf.PdfDictionary com.itextpdf.kernel.pdf.PdfName ","","containsKey ","","",com.itextpdf.pdfa.PdfAConformanceException
1181,"IfStatement","null",false,"allowed a f relationships relationship ","com.itextpdf.kernel.pdf.PdfName java.util.Set ","NULL ","contains ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1182,"IfStatement","null",true,"desc file spec ","com.itextpdf.kernel.pdf.PdfDictionary com.itextpdf.kernel.pdf.PdfName ","","containsKey ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1183,"IfStatement","null",false,"embedded file ","com.itextpdf.kernel.pdf.PdfStream ","NULL ","","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1184,"IfStatement","null",false,"embedded file subtype ","com.itextpdf.kernel.pdf.PdfStream com.itextpdf.kernel.pdf.PdfName ","","containsKey ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1185,"IfStatement","null",false,"params ","com.itextpdf.kernel.pdf.PdfObject ","","isDictionary ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
1186,"IfStatement","null",false,"mod date params ","com.itextpdf.kernel.pdf.PdfName com.itextpdf.kernel.pdf.PdfObject ","NULL ","getAsString ","","com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException com.itextpdf.pdfa.PdfAConformanceException ",com.itextpdf.pdfa.PdfAConformanceException
